ID taxonômico,Classificação taxonômica,nome científico,scientificNameAuthorship,taxonomicStatus,estabelecer meios,Gênero,família,ordem,classe,filo,reino,nome do conjunto de dados,parentGuid,acceptedConceptName,acceptedConceptID,tipo,título
HG37,species,Miconia crassinervia Cogn.,Cogn.,accepted,,Miconia Ruiz & Pav.,Melastomataceae A.Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",B5V5,,,TAXON,
J6P3,species,"Adelpha iphicleola (H. Bates, 1864)","(H. Bates, 1864)",accepted,,"Adelpha Hübner, [1819]","Nymphalidae Rafinesque, 1815","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",J8WT,,,TAXON,
877N,species,"Prothysana terminalis Walker, 1865","Walker, 1865",accepted,,"Prothysana Walker, 1855","Apatelodidae Neumoegen & Dyar, 1894","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",9KL5,,,TAXON,
7THZ,species,Pleopeltis pleopeltifolia (Raddi) Alston,(Raddi) Alston,accepted,,Pleopeltis Humb.,Polypodiaceae J.Presl,Polypodiales,Polypodiopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",FYHS,,,TAXON,
JXW,species,"Harpochilus paraibanus F.K.S. Monteiro, J.I.M. Melo & E.M.P. Fernando","F.K.S. Monteiro, J.I.M. Melo & E.M.P. Fernando",accepted,,Harpochilus Nees,Acanthaceae Juss.,Lamiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",FRP9,,,TAXON,
HJ54,species,Eriochrysis warmingiana (Hack.) Kuhlm.,(Hack.) Kuhlm.,accepted,,Eriochrysis P. Beauv.,Poaceae Barnhart,Poales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",B9B2,,,TAXON,
GC8Y,species,Pachira glabra Pasq.,Pasq.,accepted,,Pachira Aubl.,Malvaceae Juss.,Malvales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",GPW,,,TAXON,
D4HX,species,"Anthonomus grandis Boheman, 1843","Boheman, 1843",accepted,,"Anthonomus Germar, 1817","Curculionidae Latreille, 1802","Coleoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",9F6G,,,TAXON,
5BH4,species,"Calodesma dioptis (Felder, 1874)","(Felder, 1874)",accepted,,"Calodesma Hübner, 1820","Erebidae Leach, [1815]","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",BK4V,,,TAXON,
CXPR,species,"Ptecticus testaceus (Fabricius, 1794)","(Fabricius, 1794)",accepted,,"Ptecticus Loew, 1855","Stratiomyidae Latreille, 1802","Diptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",9V78,,,TAXON,
CKS2,species,"Iphiclus (Megaprotus) signatus (Duponchel, 1825)","(Duponchel, 1825)",accepted,,"Iphiclus Chevrolat, 1837","Erotylidae Latreille, 1802","Coleoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",4MRH,,,TAXON,
DFVR,species,Myrciaria strigipes O.Berg,O.Berg,accepted,,Myrciaria O.Berg,Myrtaceae Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",7ZN9,,,TAXON,
9YQ,species,Macropsychanthus grandiflorus (Mart. ex Benth.) L.P.Queiroz & Snak,(Mart. ex Benth.) L.P.Queiroz & Snak,accepted,,Macropsychanthus Harms,Fabaceae Lindl.,Fabales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",CR4M,,,TAXON,
BRDF,species,"Mahanarva (Ipiranga) integra (Walker, 1858)","(Walker, 1858)",accepted,,"Mahanarva Distant, 1909","Cercopidae Leach, 1815","Hemiptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",33GP,,,TAXON,
4N4C,species,"Alpaida lomba Levi, 1988","Levi, 1988",accepted,,"Alpaida Cambridge, 1889","Araneidae Clerck, 1757","Araneae Clerck, 1757","Arachnida Lamarck, 1801","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",F4QG,,,TAXON,
4H4S,species,Costus scaber Ruiz & Pav.,Ruiz & Pav.,accepted,,Costus L.,Costaceae Nakai,Zingiberales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",HSL6,,,TAXON,
4JCJ,species,Dichaea calyculata Poepp & Endl.,Poepp & Endl.,accepted,,Dichaea Lindl.,Orchidaceae A.Juss.,Asparagales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",HQ2G,,,TAXON,
J4DV,species,Miconia amacurensis Wurdack,Wurdack,accepted,,Miconia Ruiz & Pav.,Melastomataceae A.Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",B5V5,,,TAXON,
B6C8,species,"Dosinia concentrica (Born, 1778)","(Born, 1778)",accepted,,"Dosinia Scopoli, 1777","Veneridae Rafinesque, 1815","Venerida Gray, 1854","Bivalvia Linnaeus, 1758","Mollusca Linnaeus, 1758",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",8RBH,,,TAXON,
52N4,species,Angelonia integerrima Spreng.,Spreng.,accepted,,Angelonia Bonpl.,Plantaginaceae Juss.,Lamiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",J4Z3,,,TAXON,
FLDB,species,"Gracilinanus emiliae (Thomas, 1909)","(Thomas, 1909)",accepted,,"Gracilinanus Gardner & Creighton, 1989","Didelphidae Gray, 1821","Didelphimorphia Gill, 1872","Mammalia Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",7BJY,,,TAXON,
4P8,species,"Archosargus probatocephalus (Walbaum, 1792)","(Walbaum, 1792)",accepted,,"Archosargus Gill, 1865","Sparidae Rafinesque, 1818","Spariformes Bleeker, 1876","Actinopterygii Klein, 1885","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",9GG8,,,TAXON,
94ZQ,species,Centrolobium microchaete (Mart. ex Benth.) H.C.Lima,(Mart. ex Benth.) H.C.Lima,accepted,,Centrolobium Mart. ex Benth.,Fabaceae Lindl.,Fabales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",48XB,,,TAXON,
73TD,species,"Gallinago paraguaiae (Vieillot, 1816)","(Vieillot, 1816)",accepted,,"Gallinago Brisson, 1760","Scolopacidae Rafinesque, 1815","Charadriiformes Huxley, 1867","Aves Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",8SWZ,,,TAXON,
BJ8J,species,"Hypercompe abdominalis (Walker, 1865)","(Walker, 1865)",accepted,,"Hypercompe Hübner, 1819","Erebidae Leach, [1815]","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",7LGF,,,TAXON,
GL6X,species,"Mytella strigata Hanley, 1843","Hanley, 1843",accepted,,"Mytella Soot-Ryen, 1955","Mytilidae Rafinesque, 1815","Mytilida Férussac, 1822","Bivalvia Linnaeus, 1758","Mollusca Linnaeus, 1758",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",6P57,,,TAXON,
4554,species,Pogonophora schomburgkiana Miers ex Benth.,Miers ex Benth.,accepted,,Pogonophora Miers ex Benth.,Peraceae Klotzsch,Malpighiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",CXBC,,,TAXON,
3MRZ,species,Alysicarpus vaginalis (L.) DC.,(L.) DC.,accepted,,Alysicarpus Desv.,Fabaceae Lindl.,Fabales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",F9GZ,,,TAXON,
NTX,species,Stomatanthes corumbensis (B.L.Rob.) R.M.King & H.Rob.,(B.L.Rob.) R.M.King & H.Rob.,accepted,,Stomatanthes R.M.King & H.Rob.,Asteraceae Bercht. & J.Presl,Asterales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",CWPH,,,TAXON,
W8V,species,Ludwigia peruviana (L.) H.Hara,(L.) H.Hara,accepted,,Ludwigia L.,Onagraceae Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",5KY6,,,TAXON,
F8SQ,species,"Stephanophorus diadematus (Temminck, 1823)","(Temminck, 1823)",accepted,,"Stephanophorus Strickland, 1841","Thraupidae Cabanis, 1847","Passeriformes Linnaeus, 1758","Aves Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",GYJK,,,TAXON,
3RWL,species,Lafoensia vandelliana Cham. & Schltdl.,Cham. & Schltdl.,accepted,,Lafoensia Vand.,Lythraceae J.St.-Hil.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",9SCX,,,TAXON,
B3X6,species,Rhamnidium glabrum Reissek,Reissek,accepted,,Rhamnidium Reissek,Rhamnaceae Juss.,Rosales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",5PDL,,,TAXON,
9MNT,species,Imperata brasiliensis Trin.,Trin.,accepted,,Imperata Cirillo,Poaceae Barnhart,Poales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",63ZB,,,TAXON,
GPXP,species,Pilosocereus pentaedrophorus (Labour.) Byles & G.D.Rowley,(Labour.) Byles & G.D.Rowley,accepted,,Pilosocereus Byles & G.D.Rowley,Cactaceae Juss.,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",GBYH,,,TAXON,
8J7S,species,"Aellopos ceculus (Cramer, 1777)","(Cramer, 1777)",accepted,,"Aellopos Hübner, 1819","Sphingidae Latreille, 1802","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",53F8,,,TAXON,
79CM,species,"Epicauta excavata (Klug, 1825)","(Klug, 1825)",accepted,,"Epicauta Dejean, 1834","Meloidae Gyllenhal, 1810","Coleoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",BGLD,,,TAXON,
6BDZ,species,"Napeogenes inachia (Hewitson, 1855)","(Hewitson, 1855)",accepted,,"Napeogenes Bates, 1862","Nymphalidae Rafinesque, 1815","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",FG4B,,,TAXON,
BRP5,species,"Chalepus putzeysi (Chapuis, 1877)","(Chapuis, 1877)",accepted,,"Chalepus Thunberg, 1805","Chrysomelidae Latreille, 1802","Coleoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",CVHP,,,TAXON,
8XS3,species,"Astylus (Astylus) cyanerythrus (Perty, 1830)","(Perty, 1830)",accepted,,Astylus,"Melyridae Leach, 1815","Coleoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",3WHQ,,,TAXON,
7X56,species,"Lophornis gouldii (Lesson, 1832)","(Lesson, 1832)",accepted,,"Lophornis Lesson, 1829","Trochilidae Vigors, 1825","Apodiformes Peters, 1940","Aves Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",8GGD,,,TAXON,
GBZJ,species,Solanum thomasiifolium Sendtn.,Sendtn.,accepted,,Solanum L.,Solanaceae A.Juss.,Solanales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",9GNF,,,TAXON,
4RZD,species,"Iphiclus (Iphiclus) decemnotatus (Duponchel, 1825)","(Duponchel, 1825)",accepted,,"Iphiclus Chevrolat, 1837","Erotylidae Latreille, 1802","Coleoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",5CNT,,,TAXON,
6P33,species,"Pero buckleyi (Butler, 1881)","(Butler, 1881)",accepted,,"Pero Herrich-Schäffer, 1855","Geometridae Leach, 1815","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",729L,,,TAXON,
CNHD,species,Sisyrinchium rectilineum Ravenna,Ravenna,accepted,,Sisyrinchium L.,Iridaceae Juss.,Asparagales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",53SQ,,,TAXON,
8MCR,species,Handroanthus barbatus (E.Mey.) Mattos,(E.Mey.) Mattos,accepted,,Handroanthus Mattos,Bignoniaceae Juss.,Lamiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",39ZT,,,TAXON,
HQW7,species,Asplenium pteropus Kaulf.,Kaulf.,accepted,,Asplenium L.,Aspleniaceae Newman,Polypodiales,Polypodiopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",HZRR,,,TAXON,
6TP,species,Oxalis pyrenea Taub.,Taub.,accepted,,Oxalis L.,Oxalidaceae R.Br.,Oxalidales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",96MP,,,TAXON,
8Z3T,species,Sandemania hoehnei (Cogn.) Wurdack,(Cogn.) Wurdack,accepted,,Sandemania Gleason,Melastomataceae A.Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",HVNG,,,TAXON,
H3FP,species,Elaeoluma glabrescens (Mart. & Eichler) Aubrév.,(Mart. & Eichler) Aubrév.,accepted,,Elaeoluma Baill.,Sapotaceae Juss.,Ericales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",C6XW,,,TAXON,
88TP,species,"Atractus poeppigi (Jan, 1862)","(Jan, 1862)",accepted,,"Atractus Wagler, 1828","Dipsadidae Bonaparte, 1838","Squamata Oppel, 1811","Reptilia Laurenti, 1768","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",9X83,,,TAXON,
3YC5,species,"Ilyobius flammatus (Penny, 1982)","(Penny, 1982)",accepted,,"Ilyobius Enderlein, 1910","Sialidae Leach in Brewster, 1815","Megaloptera Latreille, 1802","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",99Q9,,,TAXON,
H2HT,species,"Synargis galena (Bates, 1868)","(Bates, 1868)",accepted,,"Synargis Hübner, [1819]","Riodinidae Grote, 1895","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",BG5T,,,TAXON,
DGHT,species,"Rhetus arcius (Linnaeus, 1763)","(Linnaeus, 1763)",accepted,,"Rhetus Swainson, [1829]","Riodinidae Grote, 1895","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",9NJD,,,TAXON,
95KQ,species,"Pseudis paradoxa (Linnaeus, 1758)","(Linnaeus, 1758)",accepted,,Pseudis,"Hylidae Rafinesque, 1815","Anura Duméril, 1805","Amphibia Gray, 1825","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",5X98,,,TAXON,
D3FY,species,Rudgea jasminoides (Cham.) Müll.Arg.,(Cham.) Müll.Arg.,accepted,,Rudgea Salisb.,Rubiaceae Juss.,Gentianales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",5X68,,,TAXON,
LDQ,species,"Pomacea scalaris d'Orbigny, 1835","d'Orbigny, 1835",accepted,,Pomacea,"Ampullariidae Gray, 1824","Architaenioglossa Haller, 1890","Gastropoda Cuvier, 1795","Mollusca Linnaeus, 1758",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",5YWD,,,TAXON,
HGTQ,species,Serjania paludosa Cambess.,Cambess.,accepted,,Serjania Mill.,Sapindaceae Juss.,Sapindales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",Y8D,,,TAXON,
GNC9,species,Frullania dusenii Steph.,Steph.,accepted,,Frullania Raddi,Frullaniaceae Lorch.,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",7VPD,,,TAXON,
7TNV,species,Danaea geniculata Raddi,Raddi,accepted,,Danaea Sm.,Marattiaceae Kaulf.,Marattiales,Polypodiopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",9H3Y,,,TAXON,
QZF,species,Podocarpus lambertii Klotzsch ex Endl.,Klotzsch ex Endl.,accepted,,Podocarpus L'Hér. ex Pers.,Podocarpaceae Endl.,Pinales,Pinopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",373P,,,TAXON,
9XW5,species,"Lucilia sericata (Meigen, 1826)","(Meigen, 1826)",accepted,,"Lucilia Robineau-Desvoidy, 1830","Calliphoridae Brauer & Bergenstamm, 1889","Diptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",33NR,,,TAXON,
35F5,species,Oleandra australis Schwartsb. & J. Prado,Schwartsb. & J. Prado,accepted,,Oleandra Cav.,Oleandraceae Ching ex Pic.Serm.,Polypodiales,Polypodiopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",65TC,,,TAXON,
CCDY,species,Leandra regnellii (Triana) Cogn.,(Triana) Cogn.,accepted,,Leandra Raddi,Melastomataceae A.Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",BXRL,,,TAXON,
3NCG,species,"Hamadryas arete (Doubleday, 1847)","(Doubleday, 1847)",accepted,,"Hamadryas Hübner, [1806]","Nymphalidae Rafinesque, 1815","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",C6J,,,TAXON,
6X84,species,Hypochaeris chillensis (Kunth) Britton,(Kunth) Britton,accepted,,Hypochaeris L.,Asteraceae Bercht. & J.Presl,Asterales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",3N7D,,,TAXON,
DVBG,species,"Metadiaea fidelis (Mello-Leitão, 1929)","(Mello-Leitão, 1929)",accepted,,"Metadiaea Mello-Leitão, 1929","Thomisidae Sundevall, 1833","Araneae Clerck, 1757","Arachnida Lamarck, 1801","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",9V3F,,,TAXON,
9WN6,species,Barbacenia spectabilis L.B.Sm. & Ayensu,L.B.Sm. & Ayensu,accepted,,Barbacenia Vand.,Velloziaceae J.Agardh,Pandanales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",FCMB,,,TAXON,
FR5V,species,Elvasia quinqueloba Spruce ex Engl.,Spruce ex Engl.,accepted,,Elvasia DC.,Ochnaceae DC.,Malpighiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",8NM9,,,TAXON,
8KVC,species,Unonopsis renatoi Maas & Westra,Maas & Westra,accepted,,Unonopsis R.E.Fr.,Annonaceae Juss.,Magnoliales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",4LZV,,,TAXON,
FPRV,species,"Arzecla taminella (Schaus, 1902)","(Schaus, 1902)",accepted,,"Arzecla Robbins & Duarte, 2010","Lycaenidae Leach, 1815","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",5Y4H,,,TAXON,
4CMY,species,Calibrachoa linoides (Sendtn.) Wijsman,(Sendtn.) Wijsman,accepted,,Calibrachoa Cerv.,Solanaceae A.Juss.,Solanales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",HDR6,,,TAXON,
5Q6Q,species,Weissia jamaicensis (Mitt.) Grout,(Mitt.) Grout,accepted,,Weissia Hedw.,Pottiaceae Schimp.,Pottiales,Bryopsida,Bryophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",BC3D,,,TAXON,
33NB,species,Centrosema coriaceum Benth.,Benth.,accepted,,Centrosema (DC.) Benth.,Fabaceae Lindl.,Fabales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",CZ5Y,,,TAXON,
8QJF,species,Tocoyena formosa (Cham. & Schltdl.) K.Schum.,(Cham. & Schltdl.) K.Schum.,accepted,,Tocoyena Aubl.,Rubiaceae Juss.,Gentianales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",3YKR,,,TAXON,
J882,species,"Amerotyphlops bronguersmianus (Vanzolini, 1976)","(Vanzolini, 1976)",accepted,,"Amerotyphlops Hedges, Marion, Lipp, Marin & Vidal, 2014","Typhlopidae Oppel, 1811","Squamata Oppel, 1811","Reptilia Laurenti, 1768","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",GTTS,,,TAXON,
G5VG,species,Doliocarpus glomeratus Eichler,Eichler,accepted,,Doliocarpus Rol.,Dilleniaceae Salisb.,Dilleniales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",3VWZ,,,TAXON,
